customer_id,age,gender,country,tenure_months,monthly_charges,total_charges,contract_type,payment_method,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,num_service_calls,days_since_last_interaction,churn
CUST_001541,44,Female,France,2,55.99,285.9,Month-to-month,Mailed check,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,4,13,Yes
CUST_001542,71,Male,Germany,13,18.25,133.84,Month-to-month,Bank transfer,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,0,39,No
CUST_001543,69,Other,USA,11,105.84,1168.22,One year,Mailed check,Yes,No,No,No,No,No,Yes,Yes,Yes,0,27,Yes
CUST_001544,38,Female,France,7,90.33,694.84,Two year,Bank transfer,Yes,Yes,No,No,No,No,No,Yes,No,1,6,Yes
CUST_001545,35,Male,USA,20,18.25,433.27,Two year,Credit card,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,3,29,Yes
CUST_001546,52,Male,UK,2,83.37,244.28,Two year,Bank transfer,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,1,18,Yes
CUST_001547,30,Female,Germany,25,103.07,2417.41,Month-to-month,Bank transfer,Yes,Yes,No,Yes,No internet service,Yes,No,No,Yes,3,12,Yes
CUST_001548,49,Female,UK,72,60.34,4252.63,Month-to-month,Bank transfer,Yes,No,DSL,No,Yes,Yes,Yes,No,No,1,2,Yes
CUST_001549,56,Other,UK,32,68.73,2212.81,One year,Bank transfer,Yes,No,No,No,Yes,No,No,No,No,3,79,Yes
CUST_001550,63,Female,USA,39,57.03,2272.37,One year,Electronic check,Yes,Yes,DSL,No,No,No,Yes,No,No,1,59,Yes
CUST_001551,43,Other,UK,8,77.99,749.66,One year,Electronic check,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,4,10,Yes
CUST_001552,41,Male,France,7,90.83,584.4,Two year,Bank transfer,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,4,24,Yes
CUST_001553,31,Other,Canada,14,35.22,402.62,Month-to-month,Mailed check,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,1,60,Yes
CUST_001554,32,Male,UK,1,47.35,0.0,Month-to-month,Mailed check,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,0,21,Yes
CUST_001555,41,Female,UK,58,67.54,4143.33,Two year,Credit card,Yes,No,No,No,No internet service,Yes,No,No,Yes,1,4,Yes
CUST_001556,50,Male,France,3,72.76,368.31,Month-to-month,Electronic check,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,1,19,Yes
CUST_001557,58,Female,Canada,46,75.19,3441.63,One year,Bank transfer,Yes,No,Fiber optic,No,No,No,No,No internet service,No,0,11,Yes
CUST_001558,32,Male,USA,1,60.19,188.67,Two year,Mailed check,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,1,18,Yes
CUST_001559,67,Male,UK,34,42.95,1403.0,Month-to-month,Mailed check,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,1,56,Yes
CUST_001560,40,Male,France,3,89.63,364.35,Two year,Mailed check,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,1,15,Yes
CUST_001561,44,Male,Germany,1,34.46,0.0,Month-to-month,Electronic check,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes,2,48,Yes
CUST_001562,33,Other,USA,25,52.69,1352.98,Two year,Electronic check,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,1,7,No
CUST_001563,18,Male,Germany,6,65.45,494.62,Month-to-month,Mailed check,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,0,27,Yes
CUST_001564,58,Other,USA,25,77.13,1895.55,One year,Mailed check,Yes,No,No,No,No,No,No,Yes,No internet service,1,16,Yes
CUST_001565,56,Female,UK,16,57.7,984.59,One year,Bank transfer,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,1,108,Yes
CUST_001566,40,Female,UK,2,83.83,111.5,Month-to-month,Mailed check,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,2,0,Yes
CUST_001567,46,Other,Canada,53,96.27,5132.65,One year,Credit card,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No,4,13,Yes
CUST_001568,52,Female,UK,12,49.43,545.0,Two year,Bank transfer,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,2,50,No
CUST_001569,21,Female,USA,26,74.79,2026.44,One year,Electronic check,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,0,14,Yes
CUST_001570,37,Male,USA,13,71.15,798.57,Two year,Electronic check,Yes,No,DSL,No,No,No,Yes,No,Yes,1,7,Yes
CUST_001571,56,Male,Canada,18,56.47,915.03,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,57,Yes
CUST_001572,26,Male,USA,7,18.25,258.32,Month-to-month,Credit card,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,3,26,Yes
CUST_001573,49,Other,UK,4,73.85,49.47,Month-to-month,Credit card,Yes,Yes,No,No,Yes,No,No internet service,Yes,No internet service,4,24,Yes
CUST_001574,24,Other,USA,15,76.6,1084.92,Two year,Electronic check,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,2,15,Yes
CUST_001575,51,Female,France,11,92.18,999.79,Month-to-month,Bank transfer,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,2,5,Yes
CUST_001576,44,Male,UK,9,56.62,544.92,Month-to-month,Credit card,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2,25,Yes
CUST_001577,20,Other,USA,22,48.32,1015.33,Month-to-month,Bank transfer,Yes,No,DSL,Yes,No,No,No,No,Yes,1,21,Yes
CUST_001578,62,Other,USA,23,42.14,856.55,Month-to-month,Mailed check,Yes,Yes,No,No,No,No,Yes,No,No internet service,2,15,Yes
CUST_001579,33,Male,Canada,1,18.25,140.88,Two year,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,3,2,Yes
CUST_001580,32,Other,Germany,8,54.88,544.38,Month-to-month,Electronic check,Yes,No phone service,No,No,No,No,No,Yes,Yes,3,31,Yes
CUST_001581,48,Male,France,10,118.75,1149.57,Two year,Bank transfer,Yes,Yes,DSL,No,No,No,Yes,No,Yes,1,29,Yes
CUST_001582,62,Female,Canada,2,96.77,14.48,Month-to-month,Credit card,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,1,24,Yes
CUST_001583,29,Female,Canada,5,40.2,231.59,Two year,Mailed check,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,1,4,Yes
CUST_001584,45,Female,USA,1,52.13,70.31,Month-to-month,Electronic check,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,1,10,Yes
CUST_001585,51,Male,Australia,72,51.97,3675.44,Month-to-month,Credit card,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,3,19,No
CUST_001586,55,Other,USA,26,99.96,2403.54,Month-to-month,Credit card,Yes,No phone service,No,No internet service,No,No,No,No,No,1,39,Yes
CUST_001587,47,Female,USA,1,118.75,91.59,Month-to-month,Electronic check,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,0,7,Yes
CUST_001588,39,Female,Canada,1,67.24,143.9,Month-to-month,Electronic check,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,1,48,Yes
CUST_001589,32,Female,USA,25,71.59,1881.51,Month-to-month,Bank transfer,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,1,11,Yes
CUST_001590,46,Other,USA,11,78.01,853.69,Month-to-month,Electronic check,No,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,3,32,Yes
CUST_001591,28,Other,USA,30,64.6,1875.76,Month-to-month,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,3,82,Yes
CUST_001592,18,Male,Germany,51,72.05,3747.98,One year,Electronic check,No,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,1,37,Yes
CUST_001593,51,Female,UK,18,66.2,1077.98,Month-to-month,Credit card,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,2,2,No
CUST_001594,58,Other,France,4,76.95,172.32,One year,Credit card,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,2,14,Yes
CUST_001595,18,Male,Canada,30,18.25,538.65,Two year,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,1,25,Yes
CUST_001596,29,Female,Germany,62,53.01,3441.45,Month-to-month,Credit card,Yes,No,No,No,Yes,No internet service,Yes,No,Yes,1,33,Yes
CUST_001597,54,Other,USA,17,35.42,760.45,Month-to-month,Bank transfer,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,1,12,Yes
CUST_001598,75,Other,Canada,22,82.25,1677.77,Month-to-month,Electronic check,Yes,Yes,DSL,Yes,No,No,No,No,Yes,2,16,Yes
CUST_001599,45,Male,USA,8,45.36,319.15,Month-to-month,Credit card,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,1,14,Yes
CUST_001600,34,Female,USA,9,25.88,476.29,One year,Bank transfer,No,No,DSL,No,No,Yes,No,No,No,0,35,Yes
CUST_001601,42,Female,USA,26,20.29,458.71,Month-to-month,Credit card,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No,2,73,Yes
CUST_001602,65,Other,Germany,52,76.23,4126.16,Month-to-month,Mailed check,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,2,45,Yes
CUST_001603,35,Female,USA,19,41.78,891.44,Month-to-month,Mailed check,Yes,Yes,DSL,Yes,No,Yes,No,No,No,2,9,Yes
CUST_001604,33,Male,USA,31,61.55,2027.0,Two year,Electronic check,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,2,23,Yes
CUST_001605,37,Other,USA,3,104.57,269.13,One year,Mailed check,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,4,19,Yes
CUST_001606,30,Other,USA,4,74.38,255.89,Two year,Bank transfer,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,3,0,Yes
CUST_001607,46,Male,Germany,15,52.25,692.64,Two year,Credit card,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,2,83,No
CUST_001608,69,Other,France,3,35.62,186.75,Month-to-month,Bank transfer,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,2,18,Yes
CUST_001609,49,Female,France,20,75.87,1353.83,Month-to-month,Electronic check,Yes,No,DSL,No,No,No,No,Yes,Yes,2,86,Yes
CUST_001610,41,Female,USA,6,61.77,354.29,Month-to-month,Electronic check,Yes,Yes,No,Yes,No internet service,Yes,No,No,Yes,4,32,Yes
CUST_001611,40,Other,USA,31,79.46,2626.85,Month-to-month,Credit card,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,3,36,Yes
CUST_001612,21,Male,Australia,33,18.25,661.7,Month-to-month,Mailed check,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,0,16,Yes
CUST_001613,58,Male,USA,12,93.44,1221.5,Month-to-month,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,2,58,Yes
CUST_001614,43,Female,Canada,3,22.18,0.0,Month-to-month,Credit card,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,0,6,Yes
CUST_001615,42,Male,USA,20,52.9,958.51,Month-to-month,Credit card,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,1,95,Yes
CUST_001616,80,Other,Canada,72,99.75,7300.39,Two year,Bank transfer,Yes,Yes,No,No,Yes,Yes,No,Yes,No,2,28,Yes
CUST_001617,49,Other,USA,19,18.25,359.33,Two year,Electronic check,Yes,No,DSL,No,Yes,No,No internet service,No,No,0,12,No
CUST_001618,33,Female,UK,1,62.83,0.0,Month-to-month,Mailed check,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,0,40,Yes
CUST_001619,38,Female,France,1,58.13,120.77,Month-to-month,Credit card,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,1,41,Yes
CUST_001620,62,Female,Germany,7,64.28,396.61,Month-to-month,Credit card,Yes,Yes,No,Yes,No,Yes,No internet service,No,No,0,44,Yes
CUST_001621,46,Male,USA,4,73.91,549.38,Two year,Credit card,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,6,10,Yes
CUST_001622,23,Other,Germany,33,65.38,2217.34,Two year,Mailed check,Yes,No,No,No,No,No internet service,No,No,Yes,3,0,No
CUST_001623,58,Other,France,37,31.5,1073.24,Month-to-month,Credit card,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,0,66,Yes
CUST_001624,34,Other,USA,5,67.43,425.27,Month-to-month,Electronic check,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,2,47,Yes
CUST_001625,73,Female,USA,7,64.54,613.27,Month-to-month,Electronic check,Yes,No,No,No,No,No,Yes,No,Yes,0,15,Yes
CUST_001626,61,Other,UK,5,63.49,316.88,Month-to-month,Mailed check,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,3,5,Yes
CUST_001627,38,Male,USA,47,117.15,5429.26,One year,Credit card,Yes,No,No,No,Yes,Yes,No,No,No,2,18,Yes
CUST_001628,64,Male,Germany,13,98.44,1284.1,Month-to-month,Electronic check,Yes,No,DSL,No,Yes,Yes,No,No,No,1,10,Yes
CUST_001629,46,Other,USA,21,110.68,2262.98,Two year,Electronic check,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,3,6,Yes
CUST_001630,57,Female,UK,10,73.6,710.19,Month-to-month,Credit card,Yes,No,No,No,No internet service,No internet service,No,No,No,0,19,Yes
CUST_001631,52,Other,USA,19,109.63,1944.15,Two year,Electronic check,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,2,53,Yes
CUST_001632,32,Male,UK,9,43.6,479.92,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0,26,Yes
CUST_001633,35,Male,USA,8,56.02,333.22,Month-to-month,Bank transfer,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,3,20,Yes
CUST_001634,60,Male,USA,20,50.5,1070.74,One year,Bank transfer,Yes,Yes,DSL,No,No,No,No internet service,No,No,0,153,No
CUST_001635,39,Other,USA,17,52.6,863.83,Two year,Mailed check,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,1,42,No
CUST_001636,38,Male,Australia,6,66.03,418.49,One year,Credit card,No,No,DSL,No,No,No,Yes,No,No internet service,0,4,Yes
CUST_001637,30,Female,USA,3,70.1,162.83,Two year,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,16,Yes
CUST_001638,51,Other,France,9,75.77,701.59,One year,Credit card,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,3,18,Yes
CUST_001639,75,Other,USA,10,108.62,1129.43,Month-to-month,Credit card,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No,1,28,Yes
CUST_001640,28,Male,USA,19,26.88,475.71,One year,Mailed check,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,0,34,No
CUST_001641,45,Male,UK,49,34.87,1535.62,Two year,Credit card,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,2,11,Yes
CUST_001642,66,Female,UK,1,18.25,51.95,Month-to-month,Electronic check,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,1,13,Yes
CUST_001643,43,Other,Australia,5,43.95,258.84,Month-to-month,Electronic check,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,2,3,Yes
CUST_001644,51,Male,Canada,4,53.9,72.31,One year,Credit card,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,1,2,Yes
CUST_001645,29,Female,France,13,47.54,519.9,Two year,Electronic check,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,0,42,Yes
CUST_001646,51,Male,Germany,11,36.53,367.01,Month-to-month,Electronic check,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,0,78,Yes
CUST_001647,42,Other,UK,26,67.23,1518.41,Two year,Mailed check,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,2,6,No
CUST_001648,59,Male,USA,5,55.33,347.45,Two year,Electronic check,Yes,No,DSL,Yes,No,No,No,No,Yes,2,76,Yes
CUST_001649,62,Other,Canada,18,42.88,722.99,Month-to-month,Credit card,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,1,12,Yes
CUST_001650,80,Male,Germany,43,68.78,2986.24,One year,Credit card,Yes,No,DSL,No,No internet service,No,No,No,Yes,2,63,Yes
CUST_001651,53,Other,Germany,48,50.67,2325.94,Month-to-month,Mailed check,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,0,0,Yes
CUST_001652,49,Female,USA,63,93.91,6118.28,Month-to-month,Mailed check,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,1,2,Yes
CUST_001653,47,Other,USA,29,60.91,1624.31,One year,Bank transfer,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,4,17,Yes
CUST_001654,39,Female,Canada,47,56.25,2593.94,Two year,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,2,56,Yes
CUST_001655,50,Other,USA,5,71.54,477.6,Month-to-month,Electronic check,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,1,17,Yes
CUST_001656,40,Female,UK,4,18.25,0.0,Two year,Electronic check,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,2,54,Yes
CUST_001657,47,Male,USA,1,95.34,104.44,Month-to-month,Mailed check,Yes,Yes,No,No,No,Yes,No,No,No,0,12,Yes
CUST_001658,64,Other,France,24,84.62,2093.62,Two year,Bank transfer,Yes,No,No,No internet service,No,No,No,No,No,3,4,Yes
CUST_001659,29,Male,USA,55,45.17,2333.88,Two year,Credit card,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No,1,77,No
CUST_001660,62,Female,France,4,36.73,80.07,Two year,Bank transfer,Yes,No,No,Yes,No,No,Yes,No,Yes,0,2,Yes
CUST_001661,64,Other,USA,20,39.75,814.02,Two year,Bank transfer,Yes,No phone service,No,No,No,No internet service,No,No internet service,Yes,2,36,No
CUST_001662,43,Other,Canada,27,29.75,848.62,Two year,Electronic check,Yes,No,DSL,No,No,No,No,No,Yes,2,64,Yes
CUST_001663,18,Male,France,52,22.58,1092.01,Month-to-month,Credit card,No,No,Fiber optic,Yes,No,No,No,Yes,No,0,3,Yes
CUST_001664,35,Other,USA,20,28.94,762.85,Month-to-month,Credit card,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,3,21,Yes
CUST_001665,64,Other,Germany,70,18.25,1325.59,Month-to-month,Credit card,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,1,1,No
CUST_001666,44,Male,USA,8,55.91,524.94,One year,Electronic check,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,1,18,Yes
CUST_001667,30,Other,USA,8,61.59,564.49,Month-to-month,Bank transfer,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,0,46,Yes
CUST_001668,37,Male,Canada,15,97.03,1299.07,Month-to-month,Bank transfer,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes,1,10,Yes
CUST_001669,57,Male,UK,9,89.68,795.62,Two year,Electronic check,Yes,No,No,No,No,No,No internet service,Yes,No,5,7,Yes
CUST_001670,53,Male,USA,1,46.65,45.03,One year,Credit card,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,1,8,Yes
CUST_001671,41,Male,USA,26,58.81,1503.59,Two year,Electronic check,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,3,46,Yes
CUST_001672,39,Male,USA,27,92.58,2520.33,Month-to-month,Electronic check,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,0,109,Yes
CUST_001673,39,Female,Canada,27,53.79,1241.53,Month-to-month,Mailed check,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,0,7,Yes
CUST_001674,31,Female,USA,8,69.26,566.93,Month-to-month,Electronic check,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,2,2,Yes
CUST_001675,69,Male,Australia,14,49.85,667.59,Month-to-month,Credit card,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,3,4,Yes
CUST_001676,40,Female,Canada,8,65.98,316.24,Month-to-month,Mailed check,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,1,29,Yes
CUST_001677,63,Female,USA,1,67.09,109.33,Month-to-month,Mailed check,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,3,33,Yes
CUST_001678,67,Other,USA,16,56.28,782.31,Month-to-month,Bank transfer,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,1,17,No
CUST_001679,59,Male,Canada,2,91.65,145.24,One year,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,0,2,Yes
CUST_001680,38,Female,USA,1,43.39,17.95,Month-to-month,Credit card,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,0,78,Yes
CUST_001681,51,Other,USA,28,67.88,1716.12,Month-to-month,Credit card,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,4,79,Yes
CUST_001682,44,Other,USA,1,109.59,0.0,One year,Mailed check,Yes,No,No,No,No,No,No internet service,Yes,No,0,15,Yes
CUST_001683,31,Male,Germany,63,72.78,4639.83,One year,Credit card,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,2,51,Yes
CUST_001684,49,Male,France,14,45.09,570.84,Two year,Bank transfer,Yes,No,No,No internet service,Yes,Yes,No,Yes,No,4,68,Yes
CUST_001685,27,Other,USA,72,73.69,5266.24,Month-to-month,Bank transfer,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,0,21,Yes
CUST_001686,62,Male,USA,1,118.75,126.03,Two year,Credit card,Yes,No phone service,No,Yes,No,No,Yes,No,No,1,27,Yes
CUST_001687,38,Male,Canada,17,65.98,945.85,Two year,Bank transfer,No,Yes,DSL,No,No,No,No,No internet service,Yes,0,39,No
CUST_001688,48,Other,France,8,84.84,637.95,One year,Mailed check,Yes,No,Fiber optic,No,No,No,No,Yes,No,1,66,Yes
CUST_001689,49,Other,Germany,37,65.13,2398.73,Month-to-month,Electronic check,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,0,2,Yes
CUST_001690,41,Male,France,8,71.89,751.54,Month-to-month,Bank transfer,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,1,1,Yes
CUST_001691,53,Female,UK,6,63.04,286.23,One year,Credit card,Yes,Yes,No,Yes,No,No,No internet service,No,No,0,33,Yes
CUST_001692,37,Male,France,38,39.55,1581.75,One year,Mailed check,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,1,1,No
CUST_001693,58,Female,USA,9,74.35,668.96,Two year,Electronic check,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,2,3,Yes
CUST_001694,24,Other,USA,1,34.42,0.0,One year,Mailed check,Yes,Yes,No,No,No,No,No,Yes,No,1,16,Yes
CUST_001695,46,Female,France,9,57.19,451.41,Two year,Bank transfer,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,4,6,Yes
CUST_001696,74,Other,UK,21,112.79,2455.27,Two year,Electronic check,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,1,68,Yes
CUST_001697,29,Male,Australia,5,63.2,393.7,Two year,Credit card,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,1,12,Yes
CUST_001698,34,Male,USA,11,41.92,409.08,Month-to-month,Credit card,Yes,No,No,No,No,No,No,Yes,Yes,0,25,Yes
CUST_001699,52,Other,Canada,1,71.02,105.39,Month-to-month,Bank transfer,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,1,0,Yes
CUST_001700,47,Other,Canada,17,51.16,766.03,Two year,Electronic check,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,0,21,No
CUST_001701,50,Other,USA,28,67.72,1878.37,Two year,Bank transfer,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,0,49,No
CUST_001702,52,Male,France,10,35.59,312.9,Month-to-month,Electronic check,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,5,103,Yes
CUST_001703,54,Male,UK,10,84.49,938.1,Two year,Mailed check,Yes,No,DSL,Yes,No,No,No,No,No internet service,1,34,Yes
CUST_001704,61,Female,Canada,1,68.12,114.4,One year,Electronic check,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,6,Yes
CUST_001705,51,Other,UK,4,39.95,92.2,Month-to-month,Bank transfer,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,1,13,Yes
CUST_001706,41,Female,France,3,73.99,164.33,Month-to-month,Electronic check,Yes,No,DSL,No,No,No,No,Yes,No,0,5,Yes
CUST_001707,55,Male,UK,13,113.38,1471.03,Two year,Credit card,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,1,12,Yes
CUST_001708,73,Female,USA,15,45.1,660.42,Month-to-month,Credit card,Yes,No,No,Yes,Yes,No,No,No,No,2,24,Yes
CUST_001709,43,Female,USA,59,83.94,4924.55,Two year,Credit card,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,3,20,Yes
CUST_001710,30,Male,UK,1,75.45,40.25,Month-to-month,Electronic check,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,1,62,Yes
CUST_001711,61,Male,France,18,75.08,1489.4,One year,Electronic check,Yes,No,No,Yes,No,No,No,No internet service,Yes,1,6,Yes
CUST_001712,43,Other,Germany,14,87.51,1179.9,Two year,Mailed check,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,3,17,Yes
CUST_001713,18,Female,Germany,14,58.07,843.05,Month-to-month,Electronic check,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,5,29,Yes
CUST_001714,57,Male,USA,41,68.81,3063.41,Month-to-month,Electronic check,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,2,119,Yes
CUST_001715,36,Male,UK,4,67.46,185.18,One year,Bank transfer,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,4,7,Yes
CUST_001716,43,Female,USA,1,43.61,62.88,Two year,Bank transfer,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,1,53,Yes
CUST_001717,49,Male,France,22,76.47,1706.79,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,4,28,Yes
CUST_001718,47,Other,Australia,8,55.94,446.4,Month-to-month,Mailed check,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,2,4,Yes
CUST_001719,55,Other,UK,1,110.76,114.87,Month-to-month,Bank transfer,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,5,45,Yes
CUST_001720,38,Female,USA,5,52.3,173.62,Month-to-month,Electronic check,Yes,No,No,No internet service,Yes,Yes,Yes,No,No,4,5,Yes
CUST_001721,52,Other,USA,7,31.99,259.83,Month-to-month,Credit card,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,2,36,Yes
CUST_001722,41,Male,Germany,19,93.01,1583.47,Two year,Electronic check,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,2,8,Yes
CUST_001723,56,Male,Germany,3,46.39,318.97,Month-to-month,Electronic check,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,No,2,18,Yes
CUST_001724,54,Male,France,10,34.67,517.98,One year,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,2,45,Yes
CUST_001725,30,Male,USA,13,74.69,938.02,Two year,Electronic check,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,3,30,Yes
